OPT School Codes,ATS Code,School Name,Address,Phone,District,Borough,Type of School,Building Code
17398,17K398,P.S. 398,60 EAST 94TH STREET Brooklyn NY 11212,(718) 774-4466,17,Brooklyn,Public,K398
30398,30Q398,P.S. 398,69-01 34 Avenue Queens NY 11377,(929) 463-7200,30,Queens,Public,Q398
17399,17K399,P.S. 399,2707 ALBEMARLE ROAD Brooklyn NY 11226,(718) 693-3023,17,Brooklyn,Public,K399
6004,06M004,P.S. 4,500 WEST 160 ST New York NY 10032,(212) 928-0739,6,Manhattan,Public,M004
31004,31R004,P.S. 4,200 NEDRA LANE Richmond NY 10312,(718) 984-1197,31,Staten Island,Public,R004
2040,02M040,P.S. 40,320 EAST 20th STREET New York NY 10003,(212) 475-5500,2,Manhattan,Public,M040
16040,16K040,P.S. 40,265 RALPH AVENUE Brooklyn NY 11233,(718) 574-2353,16,Brooklyn,Public,K040
28040,28Q040,P.S. 40,109-20 UNION HALL STREET Queens NY 11433,(718) 526-1906,28,Queens,Public,Q040
2041,02M041,P.S. 41,116 WEST 11TH STREET Manhattan NY 10011,(212) 675-2756,2,Manhattan,Public,M041
11041,11X041,P.S. 41,3352 OLINVILLE AVENUE Bronx NY 10467,(718) 652-3461,11,Bronx,Public,X041
23041,23K041,P.S. 41,411 THATFORD AVENUE Brooklyn NY 11212,(718) 495-7732,23,Brooklyn,Public,K041
31041,31R041,P.S. 41,216 CLAWSON STREET Richmond NY 10306,(718) 351-6777,31,Staten Island,Public,R041
26003,26Q041,P.S. 41 Annex,56-10 214 Street Queens NY 11364,(718) 631-6943,26,Queens,Public,Q041
2042,02M042,P.S. 42,71 HESTER STREET Manhattan NY 10002,(212) 226-8410,2,Manhattan,Public,M042
27042,27Q042,P.S. 42,488 BEACH 66TH STREET Queens NY 11692,(718) 634-7914,27,Queens,Public,Q042
31042,31R042,P.S. 42,380 GENESEE AVENUE Richmond NY 10312,(718) 984-3800,31,Staten Island,Public,R042
7043,07X043,P.S. 43,165 BROWN PLACE Bronx NY 10454,(718) 292-4502,7,Bronx,Public,X043
27043,27Q043,P.S. 43,160 BEACH 29 STREET Queens NY 11691,(718) 327-5860,27,Queens,Public,Q043
13044,13K044,P.S. 44,432 MONROE STREET Brooklyn NY 11221,(718) 834-6939,13,Brooklyn,Public,K044
31044,31R044,P.S. 44,80 MAPLE PARKWAY Richmond NY 10303,(718) 442-0433,31,Staten Island,Public,R044
27045,27Q045,P.S. 45,126-28 150TH STREET Queens NY 11436,(718) 529-1885,27,Queens,Public,Q045
31045,31R045,P.S. 45,58 LAWRENCE AVENUE Richmond NY 10310,(718) 442-6123,31,Staten Island,Public,R045
32045,32K045,P.S. 45,84 SCHAEFER STREET Brooklyn NY 11207,(718) 645-5360,32,Brooklyn,Public,K045
32415,32K045,P.S. 45 AX,1160 DECATUR STREET Brooklyn NY 11221,(718) 574-0243,32,Brooklyn,Public,K045
3452,03M452,P.S. 452,210 West 61st Street NEW YORK NY 10023,(212) 496-1050,3,Manhattan,Public,M191
5046,05M046,P.S. 46,2987 8TH AVENUE New York NY 10039,(212) 690-5911,5,Manhattan,Public,M046
10046,10X046,P.S. 46,279 EAST 196TH STREET Bronx NY 10458,(718) 584-4450,10,Bronx,Public,X046
13046,13K046,P.S. 46,100 CLERMONT AVENUE Brooklyn NY 11205,(718) 834-7694,13,Brooklyn,Public,K046
31046,31R046,P.S. 46,41 REID AVENUE Richmond NY 10305,(718) 987-5155,31,Staten Island,Public,R046
27047,27Q047,P.S. 47,140 Beach 112 Street Queens NY 11694,(718) 634-7167,27,Queens,Public,Q593
6048,06M048,P.S. 48,4360 BROADWAY New York NY 10033,(917) 521-3800,6,Manhattan,Public,M048
8048,08X048,P.S. 48,1290 SPOFFORD AVENUE Bronx NY 10474,(718) 589-4312,8,Bronx,Public,X048
20048,20K048,P.S. 48,6015 18TH AVENUE Brooklyn NY 11204,(718) 232-3873,20,Brooklyn,Public,K048
28048,28Q048,P.S. 48,108-29 155TH STREET Queens NY 11433,(718) 558-6700,28,Queens,Public,Q276
31048,31R048,P.S. 48,1050 TARGEE STREET Richmond NY 10304,(718) 447-8323,31,Staten Island,Public,R071
11001,11X481,P.S. 481,1684 WHITE PLAINS ROAD BRONX NY 10462,(718) 239-5660,11,Bronx,Public,X311
11002,11X483,P.S. 483,4520 MATILDA AVENUE BRONX NY 10470,(718) 325-4360,11,Bronx,Public,X314
7049,07X049,P.S. 49,383 EAST 139TH STREET Bronx NY 10454,(718) 292-4623,7,Bronx,Public,X049
24049,24Q049,P.S. 49 DOROTHY BONAWIT KOLE,63-60 80 STREET Queens NY 11379,(718) 326-2111,24,Queens,Public,Q049
6005,06M005,P.S. 5,3703 10 AVENUE New York NY 10034,(212) 567-8109,6,Manhattan,Public,M005
7005,07X005,P.S. 5,564 JACKSON AVENUE Bronx NY 10455,(718) 292-2683,7,Bronx,Public,X005
16005,16K005,P.S. 5,820 HANCOCK STREET Brooklyn NY 11233,(718) 574-2333,16,Brooklyn,Public,K005
31005,31R005,P.S. 5,348 DEISIUS STREET Richmond NY 10312,(718) 984-2233,31,Staten Island,Public,R005
28050,28Q050,P.S. 50,143-26 101ST AVENUE Queens NY 11435,(718) 526-5336,28,Queens,Public,Q050
31050,31R050,P.S. 50,200 ADELAIDE AVENUE STATEN ISLAND NY 10306,(718) 987-0396,31,Staten Island,Public,R050
20553,20K503,P.S. 503 EXPLORATION & DISCOV,330 59TH STREET Brooklyn NY 11220,(718) 439-5962,20,Brooklyn,Public,K314
10420,10X051,P.S. 51,695 EAST 182 STREET Bronx NY 10457,(718) 733-0347,10,Bronx,Public,X781
27051,27Q051,P.S. 51,87-45 117TH STREET Queens NY 11418,(718) 850-0738,27,Queens,Public,Q051
2051,02M051,P.S. 51-THE ELIAS HOWE SCHOOL,525 WEST 44TH STREET Manhattan NY 10036,(212) 315-7160,2,Manhattan,Public,M338
29052,29Q052,P.S. 52,178-37 146 TERRACE Queens NY 11434,(718) 528-2238,29,Queens,Public,Q052
31052,31R052,P.S. 52,450 BUEL AVENUE Richmond NY 10305,(718) 351-5454,31,Staten Island,Public,R052
22052,22K052,P.S. 52 K,2675 EAST 29TH STREET Brooklyn NY 11235,(718) 648-0882,22,Brooklyn,Public,K052
2526,02M527,P.S. 527,323 EAST 91ST STREET New York NY 10128,(212) 828-2710,2,Manhattan,Public,M816
31053,31R053,P.S. 53,330 DURANT AVENUE Richmond NY 10308,(718) 987-8020,31,Staten Island,Public,R053
12531,12X531,P.S. 531 ARCHER ELEM SCHOOL,1827 ARCHER STREET Bronx NY 10460,(718) 828-3791,12,Bronx,Public,X102
12536,12X536,P.S. 536,1827 ARCHER STREET Bronx NY 10460,(718) 931-4270,12,Bronx,Public,X102
10054,10X054,P.S. 54,2703 WEBSTER AVENUE Bronx NY 10458,(718) 584-4203,10,Bronx,Public,X054
13054,13K054,P.S. 54,195 SANFORD STREET Brooklyn NY 11205,(718) 834-6752,13,Brooklyn,Public,K054
28054,28Q054,P.S. 54,86-02 127TH STREET Queens NY 11418,(718) 849-0962,28,Queens,Public,Q054
31054,31R054,P.S. 54,1060 WILLOWBROOK ROAD Richmond NY 10314,(718) 698-0600,31,Staten Island,Public,R054
28055,28Q055,P.S. 55,131-10 97TH AVENUE RICHMOND HILL NY 11419,(718) 849-3845,28,Queens,Public,Q055
31055,31R055,P.S. 55,54 OSBORNE STREET STATEN ISLAND NY 10312,(718) 697-5200,31,Staten Island,Public,R055
10056,10X056,P.S. 56,341 East 207th Street Bronx NY 10467,(718) 920-1100,10,Bronx,Public,X056
13056,13K056,P.S. 56,170 GATES AVENUE Brooklyn NY 11238,(718) 857-3149,13,Brooklyn,Public,K056
27056,27Q056,P.S. 56,86-10 114TH STREET Queens NY 11418,(718) 441-4448,27,Queens,Public,Q056
4057,04M057,P.S. 57,176 EAST 115TH STREET New York NY 10029,(212) 860-5812,4,Manhattan,Public,M057
31057,31R057,P.S. 57,140 PALMA DRIVE Richmond NY 10304,(718) 447-1191,31,Staten Island,Public,R057
15058,15K058,P.S. 58,330 SMITH STREET Brooklyn NY 11231,(718) 330-9322,15,Brooklyn,Public,K058
24058,24Q058,P.S. 58,72-50 GRAND AVENUE Queens NY 11378,(718) 533-6712,24,Queens,Public,Q058
31058,31R058,P.S. 58 - S.S. Columbia School,77 MARSH AVENUE Richmond NY 10314,(718) 761-2155,31,Staten Island,Public,R058
8013,08X583,P.S. 583,1028 WHITE PLAINS ROAD BRONX NY 10472,(929) 348-4960,8,Bronx,Public,X317
2059,02M059,P.S. 59,233 EAST 56TH STREET Manhattan NY 10022,(212) 888-7870,2,Manhattan,Public,M488
14059,14K059,P.S. 59,211 THROOP AVENUE Brooklyn NY 11206,(718) 443-3600,14,Brooklyn,Public,K059
10424,10X059,P.S. 59 AX EARLY CHILDHOOD CTR,2120 QUARRY ROAD Bronx NY 10457,(718) 584-1584,10,Bronx,Public,X059
10059,10X059,P.S. 59 THE COMMUNITY SCHOOL,2185 BATHGATE AVENUE Bronx NY 10457,(718) 584-4730,10,Bronx,Public,X059
12595,12X595,P.S. 595,700 East 179 Street Bronx NY 10457,(718) 960-2402,12,Bronx,Public,X092
2006,02M006,P.S. 6,45 EAST 81ST STREET New York NY 10028,(212) 452-6650,2,Manhattan,Public,M006
12006,12X006,P.S. 6,1000 EAST TREMONT AVENUE Bronx NY 10460,(718) 542-7676,12,Bronx,Public,X006
17006,17K006,P.S. 6,43 SNYDER AVENUE Brooklyn NY 11236,(718) 856-6560,17,Brooklyn,Public,K006
31006,31R006,P.S. 6,555 PAGE AVENUE Richmond NY 10309,(718) 697-3760,31,Staten Island,Public,R006
27060,27Q060,P.S. 60,91-02 88TH AVENUE Queens NY 11421,(718) 441-5046,27,Queens,Public,Q060
31060,31R060,P.S. 60,55 MERRILL AVENUE Richmond NY 10314,(718) 761-3325,31,Staten Island,Public,R060
12061,12X061,P.S. 61,1550 CROTONA PARK EAST Bronx NY 10460,(718) 542-7230,12,Bronx,Public,X061
8062,08X062,P.S. 62,660 FOX STREET Bronx NY 10455,(718) 585-1617,8,Bronx,Public,X062
27062,27Q062,P.S. 62,97-25 108TH STREET Queens NY 11419,(718) 286-4460,27,Queens,Public,Q062
31062,31R062,P.S. 62,644 BLOOMINGDALE ROAD STATEN ISLAND NY 10309,(718) 668-8640,31,Staten Island,Public,R062
1063,01M063,P.S. 63,121 EAST 3RD STREET New York NY 10009,(212) 674-3180,1,Manhattan,Public,M063
27063,27Q063,P.S. 63,90-15 SUTTER AVENUE Queens NY 11417,(718) 845-7560,27,Queens,Public,Q063
1064,01M064,P.S. 64,600 EAST 6TH STREET New York NY 10009,(212) 673-6510,1,Manhattan,Public,M064
27064,27Q064,P.S. 64,82-01 101ST AVENUE Queens NY 11416,(718) 845-8290,27,Queens,Public,Q064
7065,07X065,P.S. 65,677 EAST 141 STREET Bronx NY 10454,(718) 292-4628,7,Bronx,Public,X065
27065,27Q065,P.S. 65,103-22 99 ST Queens NY 11417,(718) 323-1685,27,Queens,Public,Q884
19065,19K065,P.S. 65 CESIAH TORO MULLANE,700 JAMAICA AVENUE Brooklyn NY 11208,(718) 235-2223,19,Brooklyn,Public,K798
18066,18K066,P.S. 66,845 E 96 STREET Brooklyn NY 11236,(718) 922-3505,18,Brooklyn,Public,K066
27066,27Q066,P.S. 66,85-11 102ND STREET Queens NY 11418,(718) 849-0184,27,Queens,Public,Q066
13067,13K067,P.S. 67,51 ST EDWARDS STREET Brooklyn NY 11205,(718) 834-6756,13,Brooklyn,Public,K067
11068,11X068,P.S. 68,4011 MONTICELLO AVENUE Bronx NY 10466,(718) 324-2854,11,Bronx,Public,X068
24068,24Q068,P.S. 68,59-09 ST FELIX AVENUE Queens NY 11385,(718) 821-7246,24,Queens,Public,Q068
31047,31R068,P.S. 68,1625 Forest Avenue Staten Island NY 10302,(718) 816-3377,31,Staten Island,Public,R066
8069,08X069,P.S. 69,560 THIERIOT AVENUE Bronx NY 10473,(718) 378-4736,8,Bronx,Public,X069
20069,20K069,P.S. 69,6302 9th AVENUE Brooklyn NY 11220,(718) 630-3899,20,Brooklyn,Public,K069
30069,30Q069,P.S. 69,77-02 37TH AVENUE Queens NY 11372,(718) 424-7700,30,Queens,Public,Q069
31069,31R069,P.S. 69,144 KEATING PLACE Richmond NY 10314,(718) 698-6661,31,Staten Island,Public,R069
19007,19K007,P.S. 7,858 JAMAICA AVENUE Brooklyn NY 11208,(718) 647-3600,19,Brooklyn,Public,K007
24421,24Q007,P.S. 7 Annex,76-05 51st ave Queens NY 11373,(718) 429-5287,24,Queens,Public,Q007
24007,24Q007,P.S. 7 Main,80-55 CORNISH AVENUE Queens NY 11373,(718) 446-2726,24,Queens,Public,Q007
10007,10X007,P.S. 7 THE KINGSBRIDGE SCHOOL,3201 KINGSBRIDGE AVENUE Bronx NY 10463,(718) 796-8695,10,Bronx,Public,X007
30070,30Q070,P.S. 70,30-45 42ND STREET Queens NY 11103,(718) 728-4646,30,Queens,Public,Q070
24071,24Q071,P.S. 71,62-85 FOREST AVENUE Queens NY 11385,(718) 821-7772,24,Queens,Public,Q071
4072,04M072,P.S. 72,131 EAST 104TH STREET New York NY 10029,(212) 860-5831,4,Manhattan,Public,M072
2439,,P.S. 723 AT CUNY,33 WEST 42 STREET NEW YORK NY 10036,(212) 642-2774,2,Manhattan,Other Rel,
20748,20K748,P.S. 748 BKLYN SCH GLOBAL SCHL,1664 BENSON AVENUE Brooklyn NY 11214,(718) 382-3130,20,Brooklyn,Public,K163
3075,03M075,P.S. 75,735 WEST END AVENUE New York NY 10025,(212) 866-5400,3,Manhattan,Public,M075
32075,32K075,P.S. 75,95 GROVE STREET Brooklyn NY 11221,(718) 574-0244,32,Brooklyn,Public,K075
8075,08X075,P.S. 75 RESEARCH & DISCOVERY,984 FAILE STREET Bronx NY 10459,(718) 860-1630,8,Bronx,Public,X075
11076,11X076,P.S. 76,900 ADEE AVENUE Bronx NY 10469,(718) 882-8865,11,Bronx,Public,X076
30076,30Q076,P.S. 76,36-36 10TH STREET Queens NY 11106,(718) 361-7464,30,Queens,Public,Q076
11078,11X078,P.S. 78,1400 NEEDHAM AVENUE Bronx NY 10469,(718) 652-1244,11,Bronx,Public,X078
30078,30Q078,P.S. 78,48-09 CENTER BLVD Queens NY 11101,(718) 392-5402,30,Queens,Public,Q868
31078,31R078,P.S. 78,100 TOMPKINS AVENUE Richmond NY 10304,(718) 442-3094,31,Staten Island,Public,R014
30444,30Q078,P.S. 78 AX,46-08 5TH STREET Queens NY 11101,(___) ___-____,30,Queens,Public,Q868
25079,25Q079,P.S. 79,147-27 15TH DRIVE Queens NY 11357,(718) 746-0396,25,Queens,Public,Q079
6008,06M008,P.S. 8,465 WEST 167 STREET New York NY 10032,(212) 928-4364,6,Manhattan,Public,M008
13008,13K008,P.S. 8,37 HICKS STREET Brooklyn NY 11201,(718) 834-6740,13,Brooklyn,Public,K008
31008,31R008,P.S. 8,112 LINDENWOOD ROAD Richmond NY 10308,(718) 356-2800,31,Staten Island,Public,R008
13487,13K008,P.S. 8 ANNEX,105 JOHNSON ST TOP FL Brooklyn NY 11201,(718) 875-1021,13,Brooklyn,Public,K008
28080,28Q080,P.S. 80,171-05 137TH AVENUE Queens NY 11434,(718) 528-7070,28,Queens,Public,Q080
10081,10X081,P.S. 81,5550 RIVERDALE AVENUE Bronx NY 10471,(718) 796-8965,10,Bronx,Public,X081
16081,16K081,P.S. 81,990 DEKALB AVENUE Brooklyn NY 11221,(718) 574-2365,16,Brooklyn,Public,K081
24081,24Q081,P.S. 81,599 CYPRESS AVENUE Queens NY 11385,(718) 821-9800,24,Queens,Public,Q081
24811,24Q081,P.S. 81 ANNEX,511 SENECA AVENUE Queens NY 11385,(718) 366-9687,24,Queens,Public,Q081
28082,28Q082,P.S. 82,88-02 144TH STREET Queens NY 11435,(718) 526-4139,28,Queens,Public,Q082
28417,28Q082,P.S. 82 AX,108-43 SUTPHIN BLVD Queens NY 11435,(718) 544-4830,28,Queens,Public,Q082
4083,04M083,P.S. 83,219 EAST 109TH STREET New York NY 10029,(212) 860-5847,4,Manhattan,Public,M083
11083,11X083,P.S. 83,950 RHINELANDER AVENUE Bronx NY 10462,(718) 863-1993,11,Bronx,Public,X083
3084,03M084,P.S. 84,32 WEST 92ND STREET New York NY 10025,(212) 799-2534,3,Manhattan,Public,M084
14084,14K084,P.S. 84,250 BERRY STREET Brooklyn NY 11211,(718) 384-8063,14,Brooklyn,Public,K084
30084,30Q084,P.S. 84,22-45 41ST STREET Queens NY 11105,(718) 278-1915,30,Queens,Public,Q084
30085,30Q085,P.S. 85,23-70 31ST STREET Queens NY 11105,(718) 278-3630,30,Queens,Public,Q085
30018,30Q085,P.S. 85 Annex,30-45 42 Street Queens NY 11103,(718) 278-3630,30,Queens,Public,Q085
28086,28Q086,P.S. 86,87-41 PARSONS BLVD Queens NY 11432,(718) 291-6264,28,Queens,Public,Q086
32086,32K086,P.S. 86,220 IRVING AVENUE Brooklyn NY 11237,(718) 574-0252,32,Brooklyn,Public,K086
3087,03M087,P.S. 87,160 WEST 78TH STREET New York NY 10024,(212) 678-2826,3,Manhattan,Public,M087
11087,11X087,P.S. 87,1935 BUSSING AVENUE Bronx NY 10466,(718) 324-5188,11,Bronx,Public,X087
24087,24Q087,P.S. 87,67-54 80TH STREET Queens NY 11379,(718) 326-8243,24,Queens,Public,Q087
11015,11X087,P.S. 87 Annex,4318 Katonah Avenue Bronx NY 10470,(718) 324-5188,11,Bronx,Public,X087
24088,24Q088,P.S. 88,60-85 CATALPA AVENUE Queens NY 11385,(718) 821-8121,24,Queens,Public,Q088
15889,22K889,P.S. 889,21 HINCKLEY PLACE Brooklyn NY 11218,(929) 397-9171,15,Brooklyn,Public,K338
2089,02M089,P.S. 89,201 WARREN STREET New York NY 10282,(212) 571-5659,2,Manhattan,Public,M089
11089,11X089,P.S. 89,980 MACE AVENUE Bronx NY 10469,(718) 653-0835,11,Bronx,Public,X089
24414,24Q089,P.S. 89,85-28 BRITTON AVENUE ELMHURST NY 11373,(718) 898-2230,24,Queens,Public,Q089
19089,19K089,P.S. 89 (CYPRESS HILL COMM),265 WARWICK STREET Brooklyn NY 11207,(718) 964-1180,19,Brooklyn,Public,K814
3009,03M009,P.S. 9,100 WEST 84TH STREET Manhattan NY 10024,(212) 678-2812,3,Manhattan,Public,M009
10009,10X009,P.S. 9,230 EAST 183 STREET Bronx NY 10458,(718) 584-3291,10,Bronx,Public,X009
13009,13K009,P.S. 9,80 UNDERHILL AVENUE Brooklyn NY 11238,(718) 638-3260,13,Brooklyn,Public,K009
21090,21K090,P.S. 90,2840 WEST 12TH STREET Brooklyn NY 11224,(718) 787-3333,21,Brooklyn,Public,K090
27090,27Q090,P.S. 90,86-50 109TH STREET Queens NY 11418,(718) 847-3370,27,Queens,Public,Q090
10091,10X091,P.S. 91,2200 AQUEDUCT AVENUE Bronx NY 10453,(718) 584-5805,10,Bronx,Public,X091
17091,17K091,P.S. 91,532 ALBANY AVENUE Brooklyn NY 11203,(718) 756-0243,17,Brooklyn,Public,K091
24091,24Q091,P.S. 91,68-10 CENTRAL AVE Queens NY 11385,(718) 821-6880,24,Queens,Public,Q091
5092,05M092,P.S. 92,222 WEST 134TH STREET New York NY 10030,(212) 690-5915,5,Manhattan,Public,M092
17092,17K092,P.S. 92,601 PARKSIDE AVENUE Brooklyn NY 11226,(718) 462-2087,17,Brooklyn,Public,K092
30092,30Q092,P.S. 92,99-01 34TH AVENUE Queens NY 11368,(718) 533-1013,30,Queens,Public,Q292
30410,30Q092,P.S. 92 ANNEX,26-25 97TH STREET Queens NY 11369,(718) 533-1013,30,Queens,Public,Q292
8093,08X093,P.S. 93,1535 STORY AVENUE Bronx NY 10473,(718) 430-1700,8,Bronx,Public,X093
13093,13K093,P.S. 93,31 NEW YORK AVENUE Brooklyn NY 11216,(718) 604-7363,13,Brooklyn,Public,K093
19938,19K938,P.S. 938,3269 Atlantic Avenue Brooklyn NY 11208,(929) 480-2100,19,Brooklyn,Public,K667
20939,20K939,P.S. 939,270 59 Street Brooklyn NY 11220,(___) ___-____,20,Brooklyn,Public,K746
10094,10X094,P.S. 94,3530 KINGS COLLEGE PLACE Bronx NY 10467,(718) 405-6345,10,Bronx,Public,X094
15094,15K094,P.S. 94,5010 6TH AVENUE Brooklyn NY 11220,(718) 435-6034,15,Brooklyn,Public,K094
26094,26Q094,P.S. 94,41-77 LITTLE NECK PARKWAY Queens NY 11363,(718) 423-8491,26,Queens,Public,Q094
10492,10X094,P.S. 94 AX (KINGS COLLEGE SCH),268 EAST 211 STREET Bronx NY 10467,(718) 547-3618,10,Bronx,Public,X094
10095,10X095,P.S. 95,3961 HILLMAN AVENUE Bronx NY 10463,(718) 796-9200,10,Bronx,Public,X095
21095,21K095,P.S. 95,345 VAN SICKLEN STREET Brooklyn NY 11223,(718) 449-5050,21,Brooklyn,Public,K095
29095,29Q095,P.S. 95Q,179-01 90TH AVENUE Queens NY 11432,(718) 739-0007,29,Queens,Public,Q095
11096,11X096,P.S. 96,650 WARING AVENUE Bronx NY 10467,(718) 652-4959,11,Bronx,Public,X096
27096,27Q096,P.S. 96,130-01 ROCKAWAY BLVD Queens NY 11420,(718) 529-2547,27,Queens,Public,Q096
11097,11X097,P.S. 97,1375 MACE AVENUE Bronx NY 10469,(718) 655-4446,11,Bronx,Public,X097
27097,27Q097,P.S. 97,85-52 85TH STREET Queens NY 11421,(718) 849-4870,27,Queens,Public,Q097
20971,20K971,P.S. 971,6214 4TH AVENUE Brooklyn NY 11220,(718) 765-2200,20,Brooklyn,Public,K971
6098,06M098,P.S. 98 SHORACK POCK ELEM SCH,512 WEST 212TH STREET New York NY 10034,(212) 927-7870,6,Manhattan,Public,M098
21099,21K099,P.S. 99,1120 EAST 10TH STREET Brooklyn NY 11230,(718) 338-9201,21,Brooklyn,Public,K099
28099,28Q099,P.S. 99,82-37 KEW GARDENS ROAD Queens NY 11415,(718) 544-4343,28,Queens,Public,Q099
28412,28Q099,P.S. 99 AX,83-34 KEW GARDENS ROAD Queens NY 11415,(718) 544-4343,28,Queens,Public,Q099
5123,05M123,P.S. IS 123 MAHALIA JACKSON MS,301 WEST 140TH STREET New York NY 10030,(212) 342-6200,5,Manhattan,Public,M123
9066,09X163,P.S. 163 Arthur A. Schomburg,499 east 175 Street Bronx NY 10457,(718) 58-3045,9,Bronx,Public,X163
13282,13K282,P.S./ M.S. 282,180 6TH AVENUE Brooklyn NY 11217,(718) 622-1626,13,Brooklyn,Public,K282
27458,27Q043,P.S./ M.S. 43 AX,12 MARVIN STREET Queens NY 11691,(718) 327-5859,27,Queens,Public,Q043
25419,25Q499,P.S./IS 499 QUEENS COLL SCHOOL,148-20 Reeves ave flushing NY 11367,(718) 461-7462,25,Queens,Public,Q499
10020,10X020,P.S.\ I.S. 20,3050 WEBSTER AVE. Bronx NY 10467,(718) 515-9370,10,Bronx,Public,X020
7277,07X277,P.S.277,519 ST.ANN'S AVENUE Bronx NY 10455,(718) 292-3594,7,Bronx,Public,X027
30874,,P.S.A.L.,44-36 VERNON BLVD. Queens NY 11101,(718) 704-7300,30,Queens,Public,
3149,03M149,P.S.MS 149 SOJOURNER TRUTH SCH,41 WEST 117TH STREET New York NY 10026,(646) 672-9020,3,Manhattan,Public,M207
10551,10X319,P.U.L.S.E. HIGH SCHOOL,560 EAST 179 STREET Bronx NY 10457,(718) 294-0230,10,Bronx,Public,X211
19015,75K004,P004K @ P273K,923 Jerome Street Brooklyn NY 11207,(929) 275-3937,19,Brooklyn,Public,K273
14641,75K004,P004K @ GREENPOINT YMCA,101 WALTON STREET Brooklyn NY 11206,(718) 498-6680,14,Brooklyn,Public,K273
19468,75K004,P004K @ P007K,858 JAMAICA AVENUE Brooklyn NY 11208,(718) 647-3600,19,Brooklyn,Public,K273
19460,75K004,P004K @ P072K,605 SHEPHERD AVE Brooklyn NY 11208,(718) 688-6360,19,Brooklyn,Public,K273
16409,75K004,P004K @ P081K,990 DEKALB AVENUE Brooklyn NY 11221,(718) 574-7994,16,Brooklyn,Public,K273
19020,75K004,P004K @ P667K,3269 Atlantic Avenue Brooklyn NY 11208,(929) 480-2130,19,Brooklyn,Public,K273
19464,75K004,P004K @ PB 04,700 JAMAICA AVENUE Brooklyn NY 11208,(718) 498-6680,19,Brooklyn,Public,K273
22446,75K004,P004K @ PS 109,1001 E 45 STREET Brooklyn NY 11203,(718) 693-2940,22,Brooklyn,Public,K273
20447,75K004,P004K @ PS 200,1940 BENSON AVENUE Brooklyn NY 11214,(718) 498-6680,20,Brooklyn,Public,K273
29006,75Q004,P004Q @ P138Q,251-11 Weller Avenue Queens NY 11422,(929) 600-5780,29,Queens,Public,Q179
28461,75Q004,P004Q @ P161Q,101-15 124TH STREET Queens NY 11418,(718) 264-0916,28,Queens,Public,Q179
26179,75Q004,P004Q @ P179Q MAIN SITE,196-25 PECK AVENUE Queens NY 11365,(718) 264-0916,26,Queens,Public,Q179
26459,75Q004,P004Q @ P213Q,231-02 67 AVE Queens NY 11364,(718) 279-0096,26,Queens,Public,Q179
29445,75Q004,P004Q @ P270Q,233-01 MERRICK BLVD Queens NY 11422,(718) 264-0916,29,Queens,Public,Q179
30424,75Q004,P004Q @ SKILLMAN HS,24-30 SKILLMAN AVENUE Queens NY 11106,(718) 729-5083,30,Queens,Public,Q179
24490,75Q009,P009Q @ I005Q,50-40 JACOBUS ST Queens NY 11375,(718) 456-7105,24,Queens,Public,Q009
27446,75Q009,P009Q @ J202Q,138-30 LAFAYETTE STREET Queens NY 11417,(718) 456-7105,27,Queens,Public,Q009
24488,75Q009,P009Q @ P058q,72-50 GRAND AVENUE Queens NY 11378,(718) 478-8465,24,Queens,Public,Q009
25560,75Q009,P009Q @ P209Q,16-10 UTOPIA PARKWAY Queens NY 11357,(718) 352-7075,25,Queens,Public,Q009
29467,75Q009,P009Q @ P268Q,175-02 JAMAICA AVENUE Queens NY 11432,(718) 526-6210,29,Queens,Public,Q009
28662,75Q009,P009Q @ PS 882,90-36 150TH STREET Queens NY 11435,(718) 456-7105,28,Queens,Public,Q009
24009,75Q009,P009Q @ WALTER REED SCHOOL,58-74 57 STREET Queens NY 11378,(718) 456-7105,24,Queens,Public,Q009
28488,75Q009,P009Q@ P277Q-REFORM TEMPLE AX,153-27 88th AVENUE Queens NY 11432,(718) 456-7105,28,Queens,Public,Q009
7497,75X010,P010X @ I162X,600 ST ANN'S AVE Bronx NY 10455,(718) 292-2145,7,Bronx,Public,X101
10460,75X010,P010X @ P015X,2195 ANDREWS AVE Bronx NY 10453,(718) 563-0899,10,Bronx,Public,X101
11416,75X010,P010X @ CHRISTOPHER COLUMBUS,925 ASTOR AVENUE Bronx NY 10469,(718) 944-3655,11,Bronx,Public,X101
9016,75X010,P010X @ H327X (Inclusion),1501 Jerome Avenue Bronx NY 10452,(718) 828-4022,9,Bronx,Public,X101
7054,75X010,P010X @ H500X (Inclusion),600 Saint Ann's Avenue Bronx NY 10455,(718) 828-4022,7,Bronx,Public,X101
12026,75X010,P010X @ P067X,2024 Mohegan Avenue Bronx NY 10460,(718) 828-4022,12,Bronx,Public,X101
12450,75X010,P010X @ P300X,2050 PROSPECT AVE Bronx NY 10457,(718) 329-4678,12,Bronx,Public,X101
8101,75X010,P010X @ P304X,2750 LAFAYETTE AVENUE Bronx NY 10465,(718) 823-5684,8,Bronx,Public,X101
12811,75X010,P010X @ P817X - CNHC (Annex,1680 HOE AVENUE Bronx NY 10460,(347) 726-4358,12,Bronx,Public,X101
8017,75X010,P010X @ P823X,1025 Morrison Avenue Bronx NY 10472,(929) 999-8550,8,Bronx,Public,X101
